Track URI;n;Track;Artist;Release Year
spotify:track:3tduKvstqxOddo4CCq4FK1;129;Mar antiguo;El Último De La Fila;1993
spotify:track:37f6dBsGwi5V9OOXI1KYe7;130;Promesas que no valen nada;Los Piratas;1995
spotify:track:3EPd9riN2R8Zjl6GkrxxGl;131;El roce de tu cuerpo;Platero Y Tu;1992
spotify:track:0wkQHjULGZeZC15hOl9jl4;132;Cosas de la Edad;Modestia Aparte;1990
spotify:track:0DXI6c9tNWsI4tvUftkQN8;133;Tu Calorro;Estopa;1999
spotify:track:2UNsLrBr6NXkIDtfMc4Vbw;134;Te echaré de menos ;Los Piratas;1997
spotify:track:4eJikwHYHJ3yMg1tvS1Mom;135;Chiquilla;Seguridad Social;1991
spotify:track:0UQitarNPDgB7ObJCj47kn;136;Quedate a dormir;M-Clan;1999
spotify:track:3eSxyGVZawSoh1JUEEoVDD;137;Como Te Mueves;Modestia Aparte;1991
spotify:track:5OaqffbeQyVVqtnA71Ci7K;138;Por la Raja de Tu Falda;Estopa;1999
spotify:track:5kQb5n1sMy5CmYTSoB5p6M;139;Dolores se llamaba Lola;Los Suaves;1988
spotify:track:5lg2cApHn9zCVkJcwou0iN;140;Papá Cuéntame Otra Vez;Ismael Serrano;1997
spotify:track:4t4JJ0RG2KWhrTVdSrp7O9;141;Una Rosa Es una Rosa;Mecano;1991
spotify:track:0FJBWXOa9tYcJCxv1YxP9H;142;En Blanco Y Negro;Barricada;1995
spotify:track:0fN93Sc6gJCkHbh9bqlLX7;143;Tras la barra;Platero Y Tu;1993
spotify:track:6aaPUBUFw9KEW1p1inVQv9;144;Depende;Jarabe De Palo;1998
spotify:track:7wjQF9XTCrjvQZLeZBGMWs;145;Lagrimas De Amor;Camela;1994
spotify:track:4ZWU1yATGjEQQz2FCnmX3b;146;Ya No Quiero Tu Querer;José El Francés;1993
spotify:track:78DVpEWwmJFC25KGz8fJuE;147;Clavado en Un Bar;Maná;1997
spotify:track:02MahX3ZEDqQI8akhisqOc;148;Si es tan solo amor;Revolver;1993
spotify:track:36j2mLDy4nPQRnvst4moR4;149;Hay poco rock'n'roll;Platero Y Tu;1994
spotify:track:06xLo8Oa53wmBMdWcIsqPL;150;Mucho mejor;Los Rodriguez;1995
spotify:track:7jxHeJLVpnP7S08JFF4GBi;151;Ciega, Sordomuda;Shakira;1998
spotify:track:6PfQB3xEbIlky1dXOb3Yyh;152;Amigos para Siempre;Los Manolos;1992
spotify:track:4wzMQBLGXFoZkbEwNP2QJu;153;El ritmo del mar;Celtas Cortos;1991
spotify:track:6eOT73H5zfEwTCe1Y0FDCc;154;Sin documentos;Los Rodriguez;1993
spotify:track:4LxFbjtxUtV1h6DNIqRBIK;155;Kalikeno - Rumba;Ketama;1990
spotify:track:3K8BeABgLXZ3JHhdM3rZBx;156;No Puedo Vivir Sin Ti;El Canto Del Loco;2009
spotify:track:1sMgCr1RH0HfAazVZt9xmZ;157;El Secreto de las Tortugas;Maldita Nerea;2009
spotify:track:42VgiRyg0YjtRVLiPFNxPJ;158;Zapatillas;El Canto Del Loco;2005
spotify:track:1VB4sadHjFcFklHcZuoROi;159;Como Camarón;Estopa;1999
spotify:track:3hlWUNjAlbZ6nOjAbrivBv;160;Princesas;Pereza;2005
spotify:track:4waqcUQWdj0yH26STWl2Rq;161;Rosas;La Oreja de Van Gogh;2003
spotify:track:4QBrx05HrLnohYaS1cPGHO;162;Volvera;El Canto Del Loco;2005
spotify:track:0XJAzR3E4lq5aNGGDh8HUT;163;Con La Luna Llena;Melendi;2005
spotify:track:7cC1xYRITIkGKAGCSyqCAv;164;Son de Amores;Andy & Lucas;2003
spotify:track:3ri9fLG89OdSpjxheYxU7S;165;Me Muero;La Quinta Estacion;2006
spotify:track:1uFW6czrHk5PsK3s6gOI7C;166;Se Fue;Rauw Alejandro;2024
spotify:track:0quM3iWAOKw9OGIMBsppSC;167;SI ELLA SUPIERA;India Martinez;2022
spotify:track:6z98CyBiVapgBCecH98y4d;168;El Polvo de los Días Raros;Leiva;2025
spotify:track:1TtwCkFbGv89XmuUNmoINt;169;Puede Ser;El Canto Del Loco;2002
spotify:track:4l7qXzZrZnr2RUgSVSKtnD;170;Carpe Diem;Dani Martín;2024
spotify:track:6XY4Zaf0AoE5movPc2FfaZ;171;La Salvación;Arde Bogotá;2024
spotify:track:5zyxGztIuOp27VhkVf1hMZ;172;Dolce Vita;Amaral;2025
spotify:track:51VLqRIxEjfT6guWSxEElY;173;Pop;Vicco;2023
spotify:track:5sKdpvvNyRJifUmYLNiYys;174;Viento de Cara;Supersubmarina;2014
spotify:track:3CmSv76KDKsvtiyrdgHZHH;175;La Razón;Ana Mena;2024
spotify:track:4bPxqFfAt9EaFqdIDTxczw;176;Me Acuerdo De Ti;Abraham Mateo;2024
spotify:track:6o8AfVju660AZb5XL5rzzP;177;Futuros amantes;Guitarricadelafuente;2025
spotify:track:1RG4xMoRobbuqGYHaF4nRp;178;Tormenta Perfecta;Amaia Montero;2014
spotify:track:7CsOowK8aWlxgjuZLW7pXA;179;El Pantalón;Omar Montes;2024
spotify:track:26V1bLUk0SBYkLEwl4caPR;180;Clavaito;Chanel;2023
spotify:track:6KHxe3Yj8W8oq3zviUvJRe;181;Madrid City;Ana Mena;2023
spotify:track:7MKO7rUZzjw8p87zdZDgqa;182;Besos;El Canto Del Loco;2005
spotify:track:45VlOHY7pEd6IC3plYeKZ3;183;Babieca;Guitarricadelafuente;2025
spotify:track:5MMEQLCzl9GsknyH42xFOX;184;Palmeras en el jardín;Alejandro Sanz;2024
spotify:track:6vYVTjrP8Nd6nsdjCrabM5;185;El Último Día de Nuestras Vidas;Dani Martín;2024
spotify:track:02FKjeU8CrA2ckppBa5RJg;186;Comiendote a Besos;Rozalén;2013
spotify:track:0EpdLuptraYGFZ6J7HNSLc;187;LAS 12;Ana Mena;2022
spotify:track:4snJ71Uz5KvX1CW0SaUiZY;188;Falsos Recuerdos;Abraham Mateo;2022
spotify:track:7cJDcvC6nSbkx4quEn7vTk;189;Titiritar;Pol Granch;2024
spotify:track:2SiAcexM2p1yX6joESbehd;190;LLYLM;ROSALÍA;2023
spotify:track:60e6OnYOu0h7LLhYXgINma;191;La Culpa;C. Tangana;2021
spotify:track:34vh6JPA1veSYpM0hkNCSE;192;Gigante;Leiva;2025
spotify:track:1J9wWlo3oI3HjPnp48L3XL;193;TE PIENSO A CADA HORA;Dvicio;2022
spotify:track:20CozgjF6bshBw8cLhN23B;194;Nochentera;Vicco;2022
spotify:track:5xiAfKzE3mbxYbOkUZPR11;195;Ateo;C. Tangana;2021
spotify:track:5BSclXJTa9B0iURhUjZo50;196;La Tortura;Shakira;2005
spotify:track:4aAfLSx9IthpC3Pw5pNk3E;197;Como Si Fueras a Morir Mañana;Leiva;2019
spotify:track:3CY6JuDw7bEHRmryKvTuoe;198;La Noria;Pereza;2006
spotify:track:70AYiGbc4mWZGEqiipBBDb;199;CANDY;ROSALÍA;2022
spotify:track:277ia0CBOO47RhG7XSLj4b;200;Risueña;Omar Montes;2023
spotify:track:4hO4Y9WR9NL5L7XnqtbTyE;201;90 Minutos;India Martinez;2011
spotify:track:42k1KeBehAd83lrGt1okiC;202;Loca ;Shakira;2010
spotify:track:2VTaauLbYR0VxWaT9rlQFi;203;Pienso en Aquella Tarde ;Pereza;2003
spotify:track:12oFSoib1tf0r2rd1Fgsfe;204;Convénceme;India Martinez;2019
spotify:track:4eUhX5KmmQp537lxDJpmQK;205;La Madre;Víctor Manuel;2024
spotify:track:0JKUSybmsE4rU1MpImJn0j;206;Cómo Quieres Que Te Quiera;Rosario;1999
spotify:track:7chjOPhoxbpRYSrO1rvdnu;207;5 Sentidos;Dvicio;2017
spotify:track:0XPayKZFFZA2PwSRNi1pVU;208;Terriblemente Cruel;Leiva;2014
spotify:track:7oZpaS7DDMyl3U7RnHsPKp;209;Siete Vidas;Antonio Flores;1994
spotify:track:0j6eJIII2AucQBgCGxPrFx;210;Millonario;Pol Granch;2020
spotify:track:4uctPC0cRfw3vOmK2YF4xR;211;Mi Pequeño Chernóbil;Leiva;2020
spotify:track:4CiY69daQtmIl2RNqsYCtp;212;Un último vals;Joaquín Sabina;2024
spotify:track:4zSpfYHyf6bN2jJVO0so03;213;Este Tren;Rozalén;2020
spotify:track:4BOSdVvfw3b5EAhIK5EIVX;214;Nuestro Tiempo;Amaral;2019
spotify:track:5YT1NfgHvrJUhgoHrvD9h7;215;Dejaría Todo;Chayanne;1998
spotify:track:4fYAcwdEtW2VCZe5Xoe7iC;216;A Contracorriente;El Canto Del Loco;2002
spotify:track:3nN5n70vM1tAMWBDZaRbxS;217;Dieciocho;Dani Martín;2018
spotify:track:6wfadwumj3jluiqFxqvIl0;218;Si Quieres Bailamos;Pereza;2006
spotify:track:3xGon93gcCARQ4VgYgoirk;219;Sobreviviré;Monica Naranjo;2000
spotify:track:2reL9PAUza4PUtbjqW1fRf;220;Dolerme;ROSALÍA;2020
spotify:track:5qtcm02ln28nPGfFonT9ZH;221;Empiezo a Recordarte;Monica Naranjo;1997
spotify:track:4VRP8DfxO2qQOZrnbaj324;222;Enamorate;Dvicio;2014
spotify:track:3by1RwAsoZ6nNoMOCy11LM;223;Superpoderes;Leiva;2019
spotify:track:1G0mTAZcpoU1vKcLO8lb0n;224;Guerra Fria;Malú;2010
spotify:track:3Ll4D5HXvICXck8KmOjytI;225;Valio la Pena;Marc Anthony;2004
spotify:track:2SxtZcr9RPVvKnVPqUmiPe;226;Quiero Ser;Jorge Celedón;2008
spotify:track:2KK9N6iBAisA0booTu3bGd;227;Déjala Que Baile;Melendi;2018
spotify:track:7A6vqBPkt4rbwXsKhrl7B1;228;París;Dani Martín;2016
spotify:track:5GGUa4ms6gjj9gvPl6kl3r;229;Lady Madrid;Pereza;2009
spotify:track:0LeJMPgBIlWMxdRtjF7Qj1;230;Sueños Rotos;La Quinta Estacion;2006
spotify:track:7BlBVFwvbWvcwNcUarQmjk;231;Yo x Ti, Tu x Mi;ROSALÍA;2019
spotify:track:5NV19rJlAYrAAFXQTZVC55;232;Estrella Polar;Pereza;2007
spotify:track:709CndJJB3GTUhQD0LLFse;233;Torero;Chayanne;2002
spotify:track:5GwSE4jH72NzlLRAWuwRqL;234;Rosa de Alejandría;Manolo Garcia;2004
spotify:track:5RJRcCng40cAECYiXkOM6Z;235;No Voy a Cambiar;Malú;2006
spotify:track:6ye25NazQfUWrCTdCH3cXX;236;Fuego;Estopa;2019
spotify:track:6djqlcjQPGhxuZ6HERSgWw;237;No Dudaria;Antonio Flores;1980
spotify:track:6XZFGX36EFljIGj7p2Ht6l;238;Cai;Niña Pastori;2000
spotify:track:5NO0xkDUbMDeBUKr4CVJOX;239;El Universo Sobre Mi ;Amaral;2017
spotify:track:7z9IbN0D245JG5iokzkbDk;240;Ahora Tu;Malú;2010
spotify:track:42ZASSKlh3UtYCgwZb8lBS;241;La Puerta Violeta;Rozalén;2017
spotify:track:72wP8pJImrhxGA6f6F91gk;242;Fan de Ti;Sidecars;2010
spotify:track:3eoZdfIaTawNFYSBuLdlTG;243;Buscando El Sol;David Otero;2011
spotify:track:4EDfdYJ7mqXRoWAqzF1PVO;244;Ojos Así;Shakira;1998
spotify:track:5DCBEzZM5rSVWZBYWKknv4;245;Contigo;El Canto Del Loco;2002
spotify:track:09QG9D1BI4TRvGq64NghRg;246;Todo;Pereza;2005
spotify:track:5zOAudPQIs5U8zP6LQGHmH;247;MALAMENTE - Cap.1: Augurio;ROSALÍA;2018
spotify:track:2fF6Kma5cZBvDCyEKq30tb;248;A Prueba de Ti;Malú;2013
spotify:track:6XPOXobXwTz9Bh8p9u0QXW;249;Los Charcos;Dani Martín;2016
spotify:track:5y4g8rBf30P8Tc0pibVUnX;250;Hijos de un Mismo Dios;Macaco;2015
spotify:track:1gkBsKxTpVHIn1nLf05CUo;251;Peter Pan;El Canto Del Loco;2008
spotify:track:4m3vLNZkFAjm30XxPXf7E3;252;Eres para Mí;Julieta Venegas;2006
spotify:track:1aTQjtfI3EapNrDGu4iu5T;253;Y en Tu Ventana;Andy & Lucas;2003
spotify:track:1MO5KuLnSaY1dlkWGDjHkT;254;¡Que Bonito!;Rosario;1996
spotify:track:1LuW4h5s9ZumBbMh7qhDDj;255;Una Foto en Blanco y Negro;El Canto Del Loco;2003
spotify:track:0GyksGKFXH50Lx737ahxIq;256;Vestido Azul;La Oreja de Van Gogh;2003
spotify:track:5ZCamgcqvkckdf2FdfYuth;257;La Llamada;Leiva;2017
spotify:track:2a7Ufmq13NRMavrBYUN5Ex;258;Desátame;Monica Naranjo;1997
spotify:track:2bbeNsFmjZqdoDhjLsKNWe;259;Bailamos;Enrique Iglesias;1999
spotify:track:0Gx4VrHzS7pZOEAGrmXXBH;260;La Bicicleta;Carlos Vives;2016
spotify:track:0QQHPRbgLJJ5XNzJV1l9BW;261;María;Ricky Martin;1995
spotify:track:0NYWDlaBz5ejU8N8g8GRFV;262;Celos;Andy & Lucas;2005
spotify:track:2IAtnd4UG52HQP9Rwart5h;263;La Bomba;Ricky Martin;1998
spotify:track:3Av9wr1MflgPnAkxmOblKJ;264;Ahí Estás Tú;Chambao;2003
spotify:track:0SzNJxel0NMpA4xM2COhO4;265;Dímelo;Marc Anthony;1999
spotify:track:1ayLQcNwISmhnjLHOtUYrM;266;Eras Tu;Merche;2005
spotify:track:4ClSC5MEC4gFOFrxiSIHak;267;Me Duele La Cara De Ser Tan Guapo;Los Inhumanos;1988
spotify:track:7GO6pBFbieZ30NjGIp2LP5;268;Nada Fue Un Error ;Coti;2005
spotify:track:4UtREbGYnd1nZLckEb5y8J;269;Carolina;M-Clan;2000
spotify:track:3tORVJDKoY6zLrskPvouaL;270;Sin ti no soy nada;Amaral;2002
spotify:track:0Gb0HHBCpDL3lYqaabpVu8;271;Son Sueños;El Canto Del Loco;1999
spotify:track:7Lgarpf1OqaXsUTjKZ34mK;272;Me Falta el Aliento;Estopa;1999
spotify:track:29UkXUrWYGoPsxEesEH3qZ;273;Un Planeta Llamado Nosotros;Maldita Nerea;2020
spotify:track:6CIDsqMEEsBJf5Cv6RbuGw;274;Deseos de Cosas Imposibles;La Oreja de Van Gogh;2003
spotify:track:3JhllUTyXy2ceSTzNSErBC;275;Días de verano;Amaral;2005
spotify:track:0VqXrOSgbq1ukARLV4uGU0;276;Pisando fuerte;Alejandro Sanz;1991
spotify:track:7ixB1UqUrV87IvACFJayXy;277;Supersubmarina;Supersubmarina;2010
spotify:track:5jW8veZpHmgrGz6qcimuRu;278;La Camisa Negra;Juanes;2004
spotify:track:7kbdwklxm48OgpCrC3r5ot;279;Amor de San Juan;Niña Pastori;2009
spotify:track:3JFFnk9XQ9PKNd6ueBc2RK;280;Malo;Bebe;2004
