Track URI;n;Track;Artist;Release Year
spotify:track:3xGon93gcCARQ4VgYgoirk;275;Sobreviviré;Monica Naranjo;2000
spotify:track:46MznfUnpFS7qEhTpNJl9t;276;Sobrenatural (feat. FARIANA);Dvicio;2022
spotify:track:2reL9PAUza4PUtbjqW1fRf;277;Dolerme;ROSALÍA;2020
spotify:track:5qtcm02ln28nPGfFonT9ZH;278;Empiezo a Recordarte;Monica Naranjo;1997
spotify:track:4VRP8DfxO2qQOZrnbaj324;279;Enamorate;Dvicio;2014
spotify:track:3by1RwAsoZ6nNoMOCy11LM;280;Superpoderes;Leiva;2019
spotify:track:1G0mTAZcpoU1vKcLO8lb0n;281;Guerra Fria;Malú;2010
spotify:track:3Ll4D5HXvICXck8KmOjytI;282;Valio la Pena;Marc Anthony;2004
spotify:track:2SxtZcr9RPVvKnVPqUmiPe;283;Quiero Ser (feat. Amaia Montero);Jorge Celedón;2008
spotify:track:2KK9N6iBAisA0booTu3bGd;284;Déjala Que Baile (with Alejandro Sanz & Arkano);Melendi;2018
spotify:track:7A6vqBPkt4rbwXsKhrl7B1;285;París;Dani Martín;2016
spotify:track:5GGUa4ms6gjj9gvPl6kl3r;286;Lady Madrid;Pereza;2009
spotify:track:0LeJMPgBIlWMxdRtjF7Qj1;287;Sueños Rotos;La Quinta Estacion;2006
spotify:track:7BlBVFwvbWvcwNcUarQmjk;288;Yo x Ti, Tu x Mi;ROSALÍA;2019
spotify:track:5NV19rJlAYrAAFXQTZVC55;289;Estrella Polar (with Juan Aguirre);Pereza;2007
spotify:track:709CndJJB3GTUhQD0LLFse;290;Torero;Chayanne;2002
spotify:track:5GwSE4jH72NzlLRAWuwRqL;291;Rosa de Alejandría;Manolo Garcia;2004
spotify:track:5RJRcCng40cAECYiXkOM6Z;292;No Voy a Cambiar;Malú;2006
spotify:track:7DM4BPaS7uofFul3ywMe46;293;Vente Pa' Ca (feat. Maluma);Ricky Martin;2016
spotify:track:6b230QKlluW1wgkexEAjBa;294;La Mentira (feat. Joaquín Sabina);Dani Martín;2020
spotify:track:2vcj4d4TpiyWqMbdRu4j6u;295;Es por Ti;Cómplices;1990
spotify:track:6ye25NazQfUWrCTdCH3cXX;296;Fuego;Estopa;2019
spotify:track:6djqlcjQPGhxuZ6HERSgWw;297;No Dudaria;Antonio Flores;1980
spotify:track:6XZFGX36EFljIGj7p2Ht6l;298;Cai;Niña Pastori;2000
spotify:track:5NO0xkDUbMDeBUKr4CVJOX;299;El Universo Sobre Mi - En Directo;Amaral;2017
spotify:track:7z9IbN0D245JG5iokzkbDk;300;Ahora Tu;Malú;2010
spotify:track:42ZASSKlh3UtYCgwZb8lBS;301;La Puerta Violeta;Rozalén;2017
spotify:track:72wP8pJImrhxGA6f6F91gk;302;Fan de Ti;Sidecars;2010
spotify:track:3eoZdfIaTawNFYSBuLdlTG;303;Buscando El Sol;David Otero;2011
spotify:track:6y63IkVtjr2RnPVvK8BqEj;304;Paraíso;Dvicio;2014
spotify:track:4EDfdYJ7mqXRoWAqzF1PVO;305;Ojos Así;Shakira;1998
spotify:track:1hbWtHgRDG25DkmxE4I28V;306;Puedes Contar Conmigo;La Oreja de Van Gogh;2002
spotify:track:5DCBEzZM5rSVWZBYWKknv4;307;Contigo;El Canto Del Loco;2002
spotify:track:1YtZ6sHC4TalQbK4c37bqJ;308;Muñeca de Trapo;La Oreja de Van Gogh;2007
spotify:track:6FstWkgRdHagqJ6qjDbiK0;309;Insoportable;El Canto Del Loco;2005
spotify:track:09QG9D1BI4TRvGq64NghRg;310;Todo;Pereza;2005
spotify:track:5zOAudPQIs5U8zP6LQGHmH;311;MALAMENTE - Cap.1: Augurio;ROSALÍA;2018
spotify:track:2fF6Kma5cZBvDCyEKq30tb;312;A Prueba de Ti;Malú;2013
spotify:track:6XPOXobXwTz9Bh8p9u0QXW;313;Los Charcos;Dani Martín;2016
spotify:track:5y4g8rBf30P8Tc0pibVUnX;314;Hijos de un Mismo Dios;Macaco;2015
spotify:track:1gkBsKxTpVHIn1nLf05CUo;315;Peter Pan;El Canto Del Loco;2008
spotify:track:4m3vLNZkFAjm30XxPXf7E3;316;Eres para Mí;Julieta Venegas;2006
spotify:track:1aTQjtfI3EapNrDGu4iu5T;317;Y en Tu Ventana;Andy & Lucas;2003
spotify:track:1MO5KuLnSaY1dlkWGDjHkT;318;¡Que Bonito!;Rosario;1996
spotify:track:1LuW4h5s9ZumBbMh7qhDDj;319;Una Foto en Blanco y Negro;El Canto Del Loco;2003
spotify:track:3lgiC0OSZbPcyeO0HdTwz2;320;Justo Ahora;Dvicio;2014
spotify:track:0GyksGKFXH50Lx737ahxIq;321;Vestido Azul;La Oreja de Van Gogh;2003
spotify:track:5ZCamgcqvkckdf2FdfYuth;322;La Llamada;Leiva;2017
spotify:track:6uUg2lTd67oC4372G210uw;323;Darte Mi Vida;Amaia Montero;2014
spotify:track:2a7Ufmq13NRMavrBYUN5Ex;324;Desátame;Monica Naranjo;1997
spotify:track:2bbeNsFmjZqdoDhjLsKNWe;325;Bailamos;Enrique Iglesias;1999
spotify:track:7hlPoVZ1uz7FiQagPTVbQG;326;Te Miro A La Cara;Daviles de Novelda;2021
spotify:track:0Gx4VrHzS7pZOEAGrmXXBH;327;La Bicicleta;Carlos Vives;2016
spotify:track:0QQHPRbgLJJ5XNzJV1l9BW;328;María;Ricky Martin;1995
spotify:track:0NYWDlaBz5ejU8N8g8GRFV;329;Celos;Andy & Lucas;2005
spotify:track:2IAtnd4UG52HQP9Rwart5h;330;La Bomba;Ricky Martin;1998
spotify:track:3Av9wr1MflgPnAkxmOblKJ;331;Ahí Estás Tú;Chambao;2003
spotify:track:7hJ50qGogxnnOto7kISbSQ;332;Todo No Es Casualidad - Versión Radio;India Martinez;2016
spotify:track:0SzNJxel0NMpA4xM2COhO4;333;Dímelo;Marc Anthony;1999
spotify:track:1ayLQcNwISmhnjLHOtUYrM;334;Eras Tu;Merche;2005
spotify:track:4ClSC5MEC4gFOFrxiSIHak;335;Me Duele La Cara De Ser Tan Guapo;Los Inhumanos;1988
spotify:track:7GO6pBFbieZ30NjGIp2LP5;336;Nada Fue Un Error - Live In Spain / 2005;Coti;2005
spotify:track:4UtREbGYnd1nZLckEb5y8J;337;Carolina - En directo 2000;M-Clan;2000
spotify:track:3tORVJDKoY6zLrskPvouaL;338;Sin ti no soy nada;Amaral;2002
spotify:track:0Gb0HHBCpDL3lYqaabpVu8;339;Son Sueños;El Canto Del Loco;1999
spotify:track:7Lgarpf1OqaXsUTjKZ34mK;340;Me Falta el Aliento;Estopa;1999
spotify:track:29UkXUrWYGoPsxEesEH3qZ;341;Un Planeta Llamado Nosotros;Maldita Nerea;2020
spotify:track:6CIDsqMEEsBJf5Cv6RbuGw;342;Deseos de Cosas Imposibles;La Oreja de Van Gogh;2003
spotify:track:3JhllUTyXy2ceSTzNSErBC;343;Días de verano;Amaral;2005
spotify:track:0VqXrOSgbq1ukARLV4uGU0;344;Pisando fuerte;Alejandro Sanz;1991
spotify:track:7ixB1UqUrV87IvACFJayXy;345;Supersubmarina;Supersubmarina;2010
spotify:track:5jW8veZpHmgrGz6qcimuRu;346;La Camisa Negra;Juanes;2004
spotify:track:7kbdwklxm48OgpCrC3r5ot;347;Amor de San Juan;Niña Pastori;2009
spotify:track:3JFFnk9XQ9PKNd6ueBc2RK;348;Malo;Bebe;2004
spotify:track:2O7w4VYV2eScxtZr9EZ3Iu;349;Tu Mirada Me Hace Grande;Maldita Nerea;2009
spotify:track:1mazkL64KQ7h6UZoaxxS46;350;Cuando Me Vaya (feat. Natalia Jiménez);Melocos;2007
spotify:track:30ddpolNHwXlrS5XO8MiiO;351;Marta, Sebas, Guille y los demás;Amaral;2005
spotify:track:4twmehYjvXshw3ViIypIrn;352;Dos Hombres Y Un Destino;Bustamante;2003
spotify:track:3F6QDKtaBlaEfI6TLjLIQw;353;Devuelveme la Vida (with Antonio Orozco);Malú;2003
spotify:track:3l8Ennt1PqShViwh0tkWuc;354;La Madre de Jose;El Canto Del Loco;2003
spotify:track:7dITAq1YP5e0kTcaDq4YWI;355;Limón y Sal;Julieta Venegas;2006
spotify:track:4sVBWe5oHOvJh4k1HhD0J8;356;Polvora;Leiva;2014
spotify:track:1vHY8bEVI7Sg85xNMTDxXM;357;Ya No Me Acuerdo;Estopa;2004
spotify:track:0DBFnvrWi43WO354NvL15A;358;Por Mi Tripa;Pereza;2007
spotify:track:2PwlT72CyKMN2WzgCS4yUR;359;Y Sin Embargo - En Directo;Joaquín Sabina;2000
spotify:track:1tOm6gSUcfZihFZCRPeWB5;360;Color Esperanza;Diego Torres;2001
spotify:track:4BtggpHp17Ak3RP0LITrue;361;Partiendo la Pana;Estopa;2001
spotify:track:4M9LB0kuKlZvk2yL26EGve;362;Esa Chica Es Mía;Sergio Dalma;1991
spotify:track:6TTudSWfeluwJ0KTPaRd5g;363;Atrévete-Te-Te;Calle 13;2005
spotify:track:3uU6dqBjVKRTPis0RrTaT4;364;Las de la Intuición;Shakira;2005
spotify:track:3t7xKj2YWeiFm92ApJ2FAt;365;La Suerte de Mi Vida;El Canto Del Loco;2008
spotify:track:3YR2oJx3iA5ThPlepS4LzY;366;Me Dediqué a Perderte;Alejandro Fernández;2004
spotify:track:2WoqgtWEBbbBKMDN6Becs7;367;Corazon Espinado (feat. Mana);Santana;1999
spotify:track:3h8KGJn9UFX2cfjN78iMVF;368;Y Cómo Es El;Marc Anthony;2010
spotify:track:05A6IM6n3liq04Ql03qfmz;369;Livin' la Vida Loca - Spanish Version;Ricky Martin;2018
spotify:track:0XyMfNTiNv2w73L7USXzv3;370;Vente Pa' Ca (feat. Wendy);Ricky Martin;2016
spotify:track:7CnDrJ3mlKBEcAUVAlzUQE;371;DUELE EL CORAZON (feat. Arcángel & Javada) - Remix;Enrique Iglesias;2016
spotify:track:5l390fUPNwGSi6ECobpc20;372;Algo Contigo;Gente De Zona;2016
spotify:track:7Fl3wSxRqBljyQH8dJSz9c;373;Traidora (feat. Marc Anthony);Gente De Zona;2015
spotify:track:3pI6VigoXHkcL3VYLJfBhq;374;Vente Pa' Ca (feat. Maluma) - Urban Remix;Ricky Martin;2016
spotify:track:0Gw9QC3RqHmTdGqHIWLHb6;375;La Isla del Amor (feat. Maki);Demarco Flamenco;2017
spotify:track:3QHMxEOAGD51PDlbFPHLyJ;376;Vivir Mi Vida;Marc Anthony;2013
spotify:track:2vvdTrdryjsl8DmPIMDWZU;377;EL BAÑO;Enrique Iglesias;2021
spotify:track:3UI9I3e1g1y5T3SMfdgfGO;378;Colgando en tus manos (con Marta Sánchez);Carlos Baute;2017
spotify:track:6habFhsOp2NvshLv26DqMb;379;Despacito;Luis Fonsi;2017
spotify:track:0OMRAvrtLWE2TvcXorRiB9;380;La Gozadera (feat. Marc Anthony);Gente De Zona;2015
spotify:track:129lYDVKnWtlJc2PZJviuA;381;A Dios Le Pido;Juanes;2002
spotify:track:7qCAVkHWZkF44OzOUKf8Cr;382;El Perdón (with Enrique Iglesias);Nicky Jam;2015
spotify:track:6DwD0v5OaaYFjQ7EeOOLKW;383;El Perdedor;Enrique Iglesias;2014
spotify:track:2gn1qBdbf5OoMTwYbVKC77;384;Si No Te Hubieras Ido;Marco Antonio Solís;1999
spotify:track:0thTVPvkfFVAUYp9tQ0GAX;385;Si Te Pudiera Mentir;Marco Antonio Solís;1999
spotify:track:4GBYzI0HixQ2z6gPGtNGin;386;O Me Voy O Te Vas;Marco Antonio Solís;2001
spotify:track:2OmOhZj2fxGgBpTsVc18x4;387;¿A Dónde Vamos A Parar?;Marco Antonio Solís;2010
spotify:track:5fLCM7IRYHKnxZslen6btz;388;Loco;Enrique Iglesias;2013
spotify:track:1uo7VyAScB7RjscEyA7yc7;389;Ayer;Enrique Iglesias;2010
spotify:track:75EveQXAVJzwuEO9gjfyGZ;390;Bailando - Spanish Version;Enrique Iglesias;2014
spotify:track:5RJuWtHaZqnHRCVzk1z1uS;391;Inventame;Marco Antonio Solís;1999
spotify:track:1iC6iDolyChCB8wTBujAff;392;Quizás;Enrique Iglesias;2002
spotify:track:2pOkvQHdkBmIicUQNKMH8A;393;Mentiroso;Enrique Iglesias;2002
spotify:track:5BY0p2EH4EznNZ0MFD9mjt;394;Me Enamora;Juanes;2007
spotify:track:1lcaG7worZLgdGuniOfGje;395;Fruta Fresca;Carlos Vives;1999
spotify:track:5czkBkWogUvTf2jleGyHaQ;396;Carito;Carlos Vives;2001
spotify:track:0wQCKR9OFjYu5Kzrk7WivJ;397;Corazón partío;Alejandro Sanz;1997
spotify:track:6Al0Kpd4VrRZ0Z4kTThNPa;398;Volví a Nacer;Carlos Vives;2012
spotify:track:2wlptOJ1g5fvLdu6ruKCKU;399;Madre Tierra (Oye);Chayanne;2014
spotify:track:0JC81ojQymAE7l1KuJpNCq;400;La Cartera;Carlos Vives;1999
spotify:track:3ljr9ATeLs2BY9gNp7vm62;401;Corazón En La Maleta;Luis Fonsi;2014
spotify:track:2ZqFfDwNjKvPu3USx3onhO;402;Volverte A Ver;Juanes;2004
spotify:track:1KbX1VuFIgsRa9JjnQtRYA;403;Bailar Contigo;Carlos Vives;2013
spotify:track:12H7K15h3aC5vRCaca65el;404;Tu Amor Me Hace Bien - Salsa Version;Marc Anthony;2004
spotify:track:0JcNysfWVWaMS7R6vzGB2k;405;Robarte un Beso;Carlos Vives;2017
spotify:track:609SDGj0txmlAXRrpwee9Y;406;Llegaste Tú;Luis Fonsi;2014
spotify:track:1O34fFJyV7djSqRtOuRSVh;407;Si Me Das Tu Amor;Carlos Vives;1999
spotify:track:0fmgOwkb9AwgzXhYVSZRDs;408;Te regalo;Carlos Baute;2005
spotify:track:2s66rxdujHHVhNNnJfgL2D;409;Voy A Olvidarme De Mi;Carlos Vives;2004
spotify:track:3nUNwSYEUv9bmUc3de0Owv;410;Qué Me Has Hecho (feat. Wisin);Chayanne;2017
spotify:track:7nKBxz47S9SD79N086fuhn;411;SUBEME LA RADIO;Enrique Iglesias;2017
spotify:track:12HWO1YYMV9HEqQpava5zm;412;"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""";Morat;2017
spotify:track:4PHX6bpHDxiR9RGzAKWcyk;413;Cuando Me Enamoro;Enrique Iglesias;2010
spotify:track:6YZdkObH88npeKrrkb8Ggf;414;DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;2016
spotify:track:4bd65mDKdhgKngKlF4Q1pZ;415;Ando buscando (feat. Piso 21);Carlos Baute;2017
spotify:track:5D5UwU5aFtcqxkqlCh1qKs;416;Te sigo pensando;Carlos Baute;2018
spotify:track:2IAtnd4UG52HQP9Rwart5h;417;La Bomba;Ricky Martin;1999
spotify:track:0QQHPRbgLJJ5XNzJV1l9BW;418;María;Ricky Martin;1995
spotify:track:709CndJJB3GTUhQD0LLFse;419;Torero;Chayanne;2002
spotify:track:4ti5pZ0zs1PDf1eQswskFB;420;She Bangs - Spanish Version;Ricky Martin;2000
spotify:track:1XYwlFvi9yPNruCanSJ3WP;421;When I Dream at Night;Marc Anthony;2000
spotify:track:0jMU9W1kcLyxXYloMHCt2i;422;La Copa Rota;Marc Anthony;2013
spotify:track:0kc6sK1HPC5fqj2dQsEraZ;423;La Última Noche;Diego Torres;1997
spotify:track:1DmlUpnkg4N1VWquSoffF1;424;Y, ¿Si fuera ella?;Alejandro Sanz;1999
spotify:track:4gTxKZH5RERMhX9H8EnPAX;425;Abrázame Muy Fuerte;Marc Anthony;2015
spotify:track:4rB9Ji4iw2CKDjuaU3djPd;426;Volver a Comenzar;Marc Anthony;2013
spotify:track:6ngLct6z0pCqJcevM11HDH;427;A Quién Quiero Mentirle;Marc Anthony;2013
spotify:track:1rjHJSGgt10GAtgLrDtHTM;428;Private Emotion (feat. Meja);Ricky Martin;2020
spotify:track:64cQ79mesIAszcHRGS6px7;429;Un Zombie A La Intemperie;Alejandro Sanz;2019
spotify:track:5yjA8BscTvoceGWY2P1I8F;430;Come with Me - Spanglish Version;Ricky Martin;2019
spotify:track:47TyfLrGhYHHyyQWk64d0M;431;Flor Pálida;Marc Anthony;2017
spotify:track:4LdtAljggvH4qzlxNxo559;432;Girasoles;Luis Fonsi;2001
spotify:track:4v4pC1y5UI5oHdcluJIJs8;433;Apaga La Luz;Luis Fonsi;2008
spotify:track:0BOm90PDLRJpTSqqd6z52E;434;Sola;Luis Fonsi;2010
spotify:track:5CtI0qwDJkDQGwXD1H1cLb;435;Despacito - Remix;Luis Fonsi;2013
spotify:track:32lm3769IRfcnrQV11LO4E;436;Bailando - Spanish Version;Enrique Iglesias;2014
spotify:track:59FYUvlodY7NCZGHk7yJt1;437;Escape;Enrique Iglesias;2014
spotify:track:2iIZl5EIhmoxX7j3xXv467;438;¿Dónde Están Corazón?;Enrique Iglesias;1999
spotify:track:35Vle8dEPRW22MGQsqj0vq;439;Tonight (I'm Fuckin' You);Enrique Iglesias;2002
spotify:track:79gkHjNTSyGPXEyGkNQ8zH;440;Cuando Me Enamoro;Enrique Iglesias;1999
spotify:track:436EpHvGoKO3DgaSeD9lW8;441;No Me Digas Que No;Enrique Iglesias;1995
spotify:track:3FifroUyur8j5mTM78WuXQ;442;Ay Haiti!;Alejandro Sanz;2010
spotify:track:3b1IQflSLrgzYQPGFzI9cl;443;Es Por Ti;Juanes;2002
spotify:track:4QLPUyOsRUTnoW8h7HFbZX;444;Mala Gente;Juanes;2002
spotify:track:18sWPBeCwhEDv87OnY43gV;445;Una Flor;Juanes;2014
spotify:track:1sJFu2pvYJhtEOo9oVe1TZ;446;Me Enamoré de Ti;Chayanne;2010
spotify:track:4lerOTNr2tFWJCAmmhymhi;447;No Me Doy Por Vencido;Luis Fonsi;2008
spotify:track:4AkrkORGjiz7c90mwxAvdW;448;Heroe;Enrique Iglesias;2001
spotify:track:2z0z5ddJS3K7qvhp4PH0Aa;449;Dímelo;Enrique Iglesias;2007
spotify:track:4pUmQqaZklcCOB3rFdWc7g;450;Valió la Pena - Salsa Version;Marc Anthony;2004
spotify:track:5DL6BDuqhnQw8HfIvUYkm9;451;Caballero;Alejandro Fernández;2019
spotify:track:2MnKininlD8bY9ggRNSJ37;452;Qué Precio Tiene el Cielo - Salsa Version;Marc Anthony;2006
spotify:track:2aVPVddEvqcN9Kodu9ugJi;453;Como un atleta;Carlos Baute;2020
spotify:track:7H0PDJwUMTdwQEBb3gXMeI;454;Desde Brasil;Café Quijano;2001
spotify:track:40A11dg6RXzfDrwMrw5sED;455;La taberna del Buda;Café Quijano;2001
spotify:track:2ECP3nWC88LaFz4oQzTo3Z;456;Lola;Café Quijano;1999
spotify:track:1MR7kwtUMcTKHwPCmRHGJn;457;Cerrando bares;Café Quijano;2003
spotify:track:4XdePl1vOF1cYjTBYeYU9j;458;20 de Enero;La Oreja de Van Gogh;2003
spotify:track:4uofaK0hnyZQFDAepvPNl6;459;El Ultimo Vals;La Oreja de Van Gogh;2008
spotify:track:4QkQmdvFjEVvjc1ONi6t6N;460;Bailar Pegados;Sergio Dalma;1991
spotify:track:3UIENhLRdFIOuRan92cAQu;461;En algún lugar;Duncan Dhu;1987
spotify:track:4910k16mQrBB1YHwDU4XHJ;462;Es por ti;Cómplices;1990
spotify:track:6Eftf3XLMULjwKItj0sNwe;463;Mil Calles Llevan Hacia Tí;La Guardia;1988
spotify:track:0otMuzDjTkpJFizLiHTAhE;464;Sueño su Boca - Radio Latin Dance;Raul;2000
spotify:track:7ffwRz8lZyDOE4Vj58Lo72;465;I Need to Know;Marc Anthony;1999
spotify:track:0W8NvcMsIuygeFnfNz2KnC;466;Lo Que Te Di;Marc Anthony;2019
spotify:track:0dqfl4l45vqw2TnNrnbsy0;467;Parecen Viernes;Marc Anthony;2019
spotify:track:1WmbJDE80IrPTt2zC416Fp;468;Alguien Soy Yo;Enrique Iglesias;2007
spotify:track:4QubLlsaYXoQH3CxGxuTry;469;Se Me Va La Voz;Alejandro Fernández;2009
spotify:track:3wp08WucxF6qX77ONqflOX;470;Con la mano levantá;Macaco;2006
spotify:track:4hMCHkjf1BkWWmWcV1mSTP;471;Reina de los angelotes;Huecco;2008
spotify:track:16IT9SCs4vy4qmCfuujX7M;472;Más;Ricky Martin;2011
spotify:track:0HB3gmAMC46FIPFoebTbk5;473;Tu Amor Eterno;Carlos Vives;1999
spotify:track:5NSJ0qoxwbO26tVvqpL4N2;474;Un Siglo Sin Ti;Chayanne;2003
spotify:track:36NOKjPLZVSqVJSC7iOHIm;475;Despacito;Luis Fonsi;2017
spotify:track:5AQLjavd2v3c0zomyWupm7;476;Amor y dolor;Carlos Baute;2016
spotify:track:7lOzUJzsELALh5FQsPKTEn;477;Humanos a Marte;Chayanne;2014
spotify:track:00i0O74dXdaKKdCrqHnfXm;478;La Mordidita (feat. Yotuel);Ricky Martin;2017
spotify:track:1ySwd43oWXbrytN2BD0Mhb;479;"Bailamos - From ""Wild Wild West""";Enrique Iglesias;1999
spotify:track:1lD3UtE3IVQGpSw7JL11BZ;480;Noche Y De Dia;Enrique Iglesias;2014
spotify:track:5yJCrSdwrLFzboxg0z9xMd;481;Al Filo de Tu Amor;Carlos Vives;2017
spotify:track:2jNqxXMkVVpEvjvvwvUDDD;482;Dejame Entrar;Carlos Vives;2001
spotify:track:4jzPGm9YsNvFvpL5as5DVc;483;Tu Vida en la Mía;Marc Anthony;2019
spotify:track:3AjxOdecZ2eKDL0aOtcYsJ;484;Cambio de Piel;Marc Anthony;2013
spotify:track:1zZ7vl1amOLI4GE5oUn0YB;485;BAGDAD - Cap.7: Liturgia;ROSALÍA;2018
spotify:track:7FGZKu8VjGu1EImHbYgsS3;486;Tu Amor Me Hace Bien;Marc Anthony;2004
spotify:track:1TojBnaen0BzIoZfVccGng;487;Mátalas;Alejandro Fernández;2003
spotify:track:1Vy7WUJubV9JEoebuJ9dfe;488;Más Que Tu Amigo;Marco Antonio Solís;2003
spotify:track:2xIKTgmlZ8vZCwaWoSqwK2;489;Como Ronea (15 Aniversario);Las Chuches;2004
spotify:track:02U7Zu0vuIMMx4uioqjFiZ;490;Baila Morena;Julio Iglesias;2000
spotify:track:3dTNsND92V406EcxZo59tT;491;Loco;Enrique Iglesias;2013
spotify:track:2oYZsClkTMOsCp41t4VW71;492;¿Dónde Están Corazón?;Coti;2005
spotify:track:6gOvclmBqBdMOSbgHe8grM;493;Quién te quiere como yo;Carlos Baute;2010
spotify:track:0dReCfBuhZmrqMv4WBc8od;494;Experiencia Religiosa;Enrique Iglesias;1995
spotify:track:7v1fwFN26GH5Rq2VDMLDCc;495;Invéntame;Enrique Iglesias;1995
spotify:track:6H2P5S8Aa3an5LNuhd1DqI;496;Barrer a Casa;Sofia Ellar;2021
spotify:track:2uhaDVmfG7pT94VO5jl2r4;497;Lo Mejor de Mi Vida Eres Tú (feat. Natalia Jiménez);Ricky Martin;2011
spotify:track:0tzixmHNQfE6S6SirSToxW;498;El Ultimo Adiós - Varios Artistas Version;Ricky Martin;2001
spotify:track:6QdwofpqDvvNxX88C9A0iQ;499;Nada Valgo Sin Tu Amor;Juanes;2004
spotify:track:0Xn1VqBjoL4PAGxyatEO0Z;500;Gotas De Agua Dulce;Juanes;2007
spotify:track:1s7ZnNtzQfqdZ8bpgb95WG;501;Si Tú Te Vas;Enrique Iglesias;1995
spotify:track:2oqqW9HR3UBdzwH5lKwPmA;502;Bailamos - Wild Wild West/Soundtrack Version;Enrique Iglesias;1995
spotify:track:0Y2YwEOLosoXG72vI1tAF7;503;Heroe;Enrique Iglesias;1995
spotify:track:0bfPmBR6iN2cyJQJUUQOG0;504;Cuando nadie me ve;Alejandro Sanz;2000
spotify:track:6ztMOMCtWcKZgMTiNfP9bC;505;No Me Doy Por Vencido;Luis Fonsi;2008
spotify:track:5ToI5oXnUmX5Nsmg8enL1N;506;Nada Es Para Siempre;Luis Fonsi;2005
spotify:track:5DgsWDhgoploQACccB83Z8;507;Aqui Estoy Yo;Luis Fonsi;2008
spotify:track:4nYE8K5ozd9HNfB2RC8o2c;508;Asignatura Pendiente;Ricky Martin;2003
spotify:track:2VspVkHity8i4H9jammhhR;509;Tal Vez;Ricky Martin;2003
spotify:track:159yUhKZg2ZAdt0HknTqDr;510;¿Quién Te Dijo Eso?;Luis Fonsi;2003
spotify:track:5ZaTqcL7zIreaVNeVy89Iu;511;La Gota Fría;Carlos Vives;1993
spotify:track:5BIQR6Ibumf2WHKlKOJKJY;512;La Tierra del Olvido (feat. Fanny Lu, Fonseca, Maluma, Andrea Echeverri, Cholo Valderrama, Coral Group & Herencia de Timbiquí) - 2015;Carlos Vives;2015
spotify:track:2VL0W9x83RwQOBGbfphBqW;513;La Foto de los Dos;Carlos Vives;2013
spotify:track:49Pgj28xm0VB2bDJP8sTwK;514;Comeme (feat. Mario Diaz) - Directo Perito Moreno;Chambao;2009
spotify:track:41lhBc9EfGaO3IuU8nRXez;515;Duende del Sur;Chambao;2007
spotify:track:1dgFSrqG37FpmlZCmlKmP7;516;Ahí Estás Tú;Chambao;2003
spotify:track:0S0cwed8nKU6bKRe9zaBfS;517;Papeles Mojados;Chambao;2007
spotify:track:22ncPtijr5wH7yI9thKH2r;518;Camino Interior;Chambao;2005
spotify:track:5APS9osGIdLVezCDGRObvQ;519;Rosa Maria;Chambao;2003
spotify:track:2SnqYwrwTZBdlDXlcOialK;520;No Tengas Miedo;El Canijo de Jerez;2020
spotify:track:7LrM28pPWCpJYmbnaxHBmu;521;Pokito a Poko;Chambao;2003
spotify:track:7DSAEUvxU8FajXtRloy8M0;522;Flowers;Miley Cyrus;2023
spotify:track:6u0YdyiFdnCSDNid9YfRio;523;Sin Ti;Donato Y Estefano;1995
spotify:track:2YZP4RIRbim5Aj3TNn1Q1s;524;Por Amarte;Enrique Iglesias;1996
spotify:track:2KcfNuKNxdOG1dWqLbaBBu;525;Quizás;Enrique Iglesias;1995
spotify:track:0Me3GyNuLOa1YTIxhJPyCn;526;ASI ES LA VIDA;Enrique Iglesias;2023
spotify:track:39eGhKvqaMB3bP2AYME4RW;527;No Llores Por Mi;Enrique Iglesias;1995
spotify:track:3EK4tGkSiO5xvvB5sM4tln;528;Amárrame;Mon Laferte;2017
spotify:track:4Q1oBLFPK9R4eUHkNlihlF;529;506;Morat;2022
spotify:track:7jUwaYkoy1koPCjXlov21Y;530;Yerbatero;Juanes;2010
spotify:track:722QPOI0pGJJ0Y0P6ETzgE;531;Lo Que Me Gusta A Mi;Juanes;2004
spotify:track:7sCu8xWNkxfzjoZU6aQSf1;532;Luna;Juanes;2002
spotify:track:0VKZN2aoPi3MOskTrgEGBs;533;Cómo Te Echo de Menos;Maria Del Monte;2011
spotify:track:28k9JZryrfnbP9p8fs4pgh;534;Caravana Rociera;Jose Manuel El Mani;1997
spotify:track:4bFaDjWTSbudJdO9J0fp71;535;Nuevo día;Lole Y Manuel;1975
spotify:track:55SVZNGmaGEAOWFAEgQxt5;536;San Bernardino;Los Mismos;1970
spotify:track:6HJz946SNeoMZFcUjLf3j4;537;Cara de Gitana;Daniel Magal;1977
spotify:track:3aQz0z86zrKjd1mcZlonxE;538;Infinity 2008 - Klaas Vocal Edit;Guru Josh Project;2008
spotify:track:33aRBtGFUITyz7fYwSRe7O;539;Juntos;Paloma San Basilio;2014
spotify:track:5X7HaYdvc9Slc3D75kkkbl;540;No me hables - 2012 Remastered Version;Juan Pardo;2012
spotify:track:17DrqnUASfxDK5OsHed5Jp;541;Vivimos siempre juntos;Nacho Cano;2006
spotify:track:4wMGxH3cJ8oDr6lG3bBrGL;542;Gloria;Umberto Tozzi;2009
spotify:track:04Xdk7F9HgyHBcAwO7KE3F;543;Sera Porque Te Amo;Ricchi E Poveri;2010
