Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4gTxKZH5RERMhX9H8EnPAX,"Abrázame Muy Fuerte","Iconos","Marc Anthony",2010-05-24,274680,52,false,franchescoropero,2020-08-30T14:08:29Z,"salsa,merengue,bachata,latina,pop latino","Sony Music Latin",0.419,0.494,4,-7.286,0,0.0428,0.595,0,0.242,0.293,133.977,4
spotify:track:4rB9Ji4iw2CKDjuaU3djPd,"Volver a Comenzar","3.0","Marc Anthony",2013-07-23,276626,48,false,franchescoropero,2020-08-30T14:10:21Z,"salsa,merengue,bachata,latina,pop latino","Sony Music Latin",0.422,0.881,9,-3.998,0,0.0389,0.567,0.00000217,0.137,0.891,170.839,4
spotify:track:6ngLct6z0pCqJcevM11HDH,"A Quién Quiero Mentirle","Iconos","Marc Anthony",2010-05-24,253173,56,false,franchescoropero,2020-08-30T14:10:51Z,"salsa,merengue,bachata,latina,pop latino","Sony Music Latin",0.378,0.515,11,-7.277,1,0.0339,0.39,0,0.0637,0.315,72.743,4
spotify:track:1rjHJSGgt10GAtgLrDtHTM,"Private Emotion (feat. Meja)","Ricky Martin","Ricky Martin;Meja",1999,241000,52,false,franchescoropero,2020-08-30T14:11:15Z,"pop latino,latina","C2Records/Columbia",0.51,0.726,1,-7,1,0.0337,0.265,0,0.0911,0.489,146.553,4
spotify:track:64cQ79mesIAszcHRGS6px7,"Un Zombie A La Intemperie","Sirope","Alejandro Sanz",2015-05-04,301115,35,false,franchescoropero,2020-08-30T14:11:44Z,"pop latino","Universal Music Spain S.L.",0.349,0.568,9,-6.706,1,0.0804,0.391,0,0.134,0.301,84.001,4
spotify:track:5yjA8BscTvoceGWY2P1I8F,"Come with Me - Spanglish Version","Come with Me (Spanglish Version)","Ricky Martin",2013-07-15,217920,41,false,franchescoropero,2020-08-30T14:11:57Z,"pop latino,latina","Sony Music Latin",0.617,0.917,1,-2.137,0,0.0463,0.0828,0,0.0742,0.515,124.904,4
spotify:track:47TyfLrGhYHHyyQWk64d0M,"Flor Pálida","3.0","Marc Anthony",2013-07-23,280453,72,false,franchescoropero,2020-08-30T14:12:24Z,"salsa,merengue,bachata,latina,pop latino","Sony Music Latin",0.574,0.802,7,-3.976,1,0.0316,0.659,0.00000507,0.0765,0.739,93.537,4
spotify:track:4LdtAljggvH4qzlxNxo559,"Girasoles","Girasoles","Luis Fonsi",2020-04-30,171013,41,false,franchescoropero,2020-08-30T14:14:08Z,"latina","UMLE - Latino",0.481,0.368,9,-7.348,1,0.0424,0.675,0,0.111,0.403,87.084,4
spotify:track:4v4pC1y5UI5oHdcluJIJs8,"Apaga La Luz","VIDA","Luis Fonsi",2019-02-01,212306,36,false,franchescoropero,2020-08-30T14:14:26Z,"latina","UMLE - Latino",0.809,0.79,8,-4.534,1,0.0602,0.135,0,0.323,0.791,106.93,4
spotify:track:0BOm90PDLRJpTSqqd6z52E,"Sola","Sola","Luis Fonsi",2019-01-23,205466,40,false,franchescoropero,2020-08-30T14:14:44Z,"latina","UMLE - Latino",0.569,0.526,6,-6.67,0,0.359,0.506,0,0.0708,0.474,124.969,5
spotify:track:5CtI0qwDJkDQGwXD1H1cLb,"Despacito - Remix","Despacito Feat. Justin Bieber (Remix)","Luis Fonsi;Daddy Yankee;Justin Bieber",2017-04-17,228826,3,false,franchescoropero,2020-08-30T14:16:06Z,"latina,reggaetón","Universal Music Group",0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,4
spotify:track:32lm3769IRfcnrQV11LO4E,"Bailando - Spanish Version","SEX AND LOVE (Deluxe)","Enrique Iglesias;Descemer Bueno;Gente De Zona",2014-03-17,243413,43,false,franchescoropero,2020-08-30T14:25:40Z,"pop latino,latina,latin dance","Universal Music Group International",0.723,0.777,7,-3.503,1,0.108,0.0426,0.00000368,0.0451,0.961,91.017,4
spotify:track:59FYUvlodY7NCZGHk7yJt1,"Escape","Escape","Enrique Iglesias",2001,208626,0,false,franchescoropero,2020-08-30T14:26:00Z,"pop latino,latina","Universal Music Group",0.775,0.855,11,-5.323,1,0.0301,0.0302,0.000406,0.125,0.879,125.981,4
spotify:track:2iIZl5EIhmoxX7j3xXv467,"¿Dónde Están Corazón?","UNO (95/08)","Enrique Iglesias",2008-01-01,259000,0,false,franchescoropero,2020-08-30T14:26:11Z,"pop latino,latina","National Own",0.723,0.671,9,-5.448,0,0.028,0.0919,0,0.0768,0.748,75.983,4
spotify:track:35Vle8dEPRW22MGQsqj0vq,"Tonight (I'm Fuckin' You)","Euphoria","Enrique Iglesias;Ludacris;DJ Frank E",2010,232213,0,true,franchescoropero,2020-08-30T14:26:27Z,"pop latino,latina,hip hop sureño americano","Universal Music Group",0.648,0.89,0,-3.982,0,0.0523,0.0294,0.00000358,0.116,0.321,125.953,4
spotify:track:79gkHjNTSyGPXEyGkNQ8zH,"Cuando Me Enamoro","Euphoria (Standard US/Latin version)","Enrique Iglesias;Juan Luis Guerra 4.40",2010-01-01,200346,7,false,franchescoropero,2020-08-30T14:26:42Z,"pop latino,latina,merengue,bachata,salsa","Universal Music Group International",0.821,0.819,1,-3.627,1,0.0272,0.0104,0.0000549,0.145,0.893,126.03,4
spotify:track:436EpHvGoKO3DgaSeD9lW8,"No Me Digas Que No","Euphoria (Standard US/Latin version)","Enrique Iglesias;Wisin;Yandel",2010-01-01,270760,1,false,franchescoropero,2020-08-30T14:26:58Z,"pop latino,latina,reggaetón,urbano latino","Universal Music Group International",0.734,0.751,9,-2.716,1,0.0385,0.235,0,0.0867,0.679,125.025,4
